"","Date","Absents","Paramset","Infections_or_Exposed_per_day_Patient","Infections_or_Exposed_per_day_HCW","total_infections","nosocomial_proportion","PCR_pooled","LFD_pooled","HCW_symp_test","patient_symp_test","new_hcw_infs","cumulative_hcw_infs","new_pat_infs","cumulative_pats_infs","new_nosocomial_hcw_infs","new_nosocomial_pat_infs"
"1","2020-03-13",9,1,192,242,3860,0.479274611398964,8190,26098,218,702,93,242,53,149,18,53
"2","2020-03-14",42,1,204,322,3860,0.479274611398964,8190,26098,218,702,80,322,32,181,21,32
"3","2020-03-15",61,1,200,417,3860,0.479274611398964,8190,26098,218,702,95,417,27,208,32,27
"4","2020-03-16",68,1,206,521,3860,0.479274611398964,8190,26098,218,702,107,524,29,237,40,29
"5","2020-03-17",80,1,237,614,3860,0.479274611398964,8190,26098,218,702,98,622,48,285,33,48
"6","2020-03-18",100,1,232,708,3860,0.479274611398964,8190,26098,218,702,101,723,34,319,50,34
"7","2020-03-19",126,1,198,794,3860,0.479274611398964,8190,26098,218,702,100,823,24,343,39,24
"8","2020-03-20",189,1,195,861,3860,0.479274611398964,8190,26098,218,702,96,919,37,380,57,37
"9","2020-03-21",215,1,238,915,3860,0.479274611398964,8190,26098,218,702,91,1010,67,447,42,67
"10","2020-03-22",285,1,217,998,3860,0.479274611398964,8190,26098,218,702,122,1132,26,473,75,26
"11","2020-03-23",294,1,198,1033,3860,0.479274611398964,8190,26098,218,702,99,1231,28,501,60,28
"12","2020-03-24",296,1,199,1047,3860,0.479274611398964,8190,26098,218,702,88,1319,39,540,50,39
"13","2020-03-25",318,1,193,1059,3860,0.479274611398964,8190,26098,218,702,88,1407,36,576,57,36
"14","2020-03-26",333,1,170,1060,3860,0.479274611398964,8190,26098,218,702,79,1486,21,597,56,21
"15","2020-03-27",381,1,169,1051,3860,0.479274611398964,8190,26098,218,702,71,1557,23,620,54,23
"16","2020-03-28",407,1,209,1056,3860,0.479274611398964,8190,26098,218,702,105,1662,55,675,64,55
"17","2020-03-29",346,1,243,1047,3860,0.479274611398964,8190,26098,218,702,87,1749,64,739,50,64
"18","2020-03-30",350,1,246,1027,3860,0.479274611398964,8190,26098,218,702,68,1817,51,790,41,51
"19","2020-03-31",353,1,235,1004,3860,0.479274611398964,8190,26098,218,702,74,1891,26,816,46,26
"20","2020-04-01",348,1,226,964,3860,0.479274611398964,8190,26098,218,702,65,1956,26,842,35,26
"21","2020-04-02",341,1,206,941,3860,0.479274611398964,8190,26098,218,702,70,2026,26,868,41,26
"22","2020-04-03",344,1,204,900,3860,0.479274611398964,8190,26098,218,702,59,2085,38,906,36,38
"23","2020-04-04",328,1,200,883,3860,0.479274611398964,8190,26098,218,702,67,2152,30,936,35,30
"24","2020-04-05",320,1,176,832,3860,0.479274611398964,8190,26098,218,702,43,2195,20,956,28,20
"25","2020-04-06",297,1,181,785,3860,0.479274611398964,8190,26098,218,702,51,2246,30,986,28,30
"26","2020-04-07",285,1,168,748,3860,0.479274611398964,8190,26098,218,702,55,2301,25,1011,39,25
"27","2020-04-08",274,1,146,719,3860,0.479274611398964,8190,26098,218,702,50,2351,13,1024,34,13
"28","2020-04-09",270,1,131,698,3860,0.479274611398964,8190,26098,218,702,51,2402,14,1038,34,14
"29","2020-04-10",266,1,148,672,3860,0.479274611398964,8190,26098,218,702,43,2445,31,1069,24,31
"30","2020-04-11",256,1,142,611,3860,0.479274611398964,8190,26098,218,702,30,2475,27,1096,19,27
"31","2020-04-12",217,1,129,598,3860,0.479274611398964,8190,26098,218,702,55,2530,15,1111,31,15
"32","2020-04-13",212,1,122,565,3860,0.479274611398964,8190,26098,218,702,32,2562,18,1129,17,18
"33","2020-04-14",204,1,127,536,3860,0.479274611398964,8190,26098,218,702,36,2598,29,1158,20,29
"34","2020-04-15",191,1,127,505,3860,0.479274611398964,8190,26098,218,702,24,2622,20,1178,14,20
"35","2020-04-16",180,1,140,457,3860,0.479274611398964,8190,26098,218,702,27,2649,30,1208,14,30
"36","2020-04-17",167,1,133,437,3860,0.479274611398964,8190,26098,218,702,33,2682,22,1230,16,22
"37","2020-04-18",157,1,122,420,3860,0.479274611398964,8190,26098,218,702,34,2716,24,1254,18,24
"38","2020-04-19",144,1,117,396,3860,0.479274611398964,8190,26098,218,702,25,2741,22,1276,13,22
"39","2020-04-20",138,1,112,382,3860,0.479274611398964,8190,26098,218,702,35,2776,16,1292,18,16
"40","2020-04-21",126,1,104,370,3860,0.479274611398964,8190,26098,218,702,37,2813,8,1300,22,8
"41","2020-04-22",121,1,110,355,3860,0.479274611398964,8190,26098,218,702,24,2837,22,1322,15,22
"42","2020-04-23",111,1,98,343,3860,0.479274611398964,8190,26098,218,702,29,2866,10,1332,16,10
"43","2020-04-24",97,1,94,356,3860,0.479274611398964,8190,26098,218,702,39,2905,17,1349,23,17
"44","2020-04-25",92,1,83,342,3860,0.479274611398964,8190,26098,218,702,22,2927,9,1358,16,9
"45","2020-04-26",101,1,73,320,3860,0.479274611398964,8190,26098,218,702,21,2948,7,1365,10,7
"46","2020-04-27",98,1,79,307,3860,0.479274611398964,8190,26098,218,702,23,2971,17,1382,15,17
"47","2020-04-28",96,1,79,295,3860,0.479274611398964,8190,26098,218,702,21,2992,15,1397,8,15
"48","2020-04-29",96,1,76,296,3860,0.479274611398964,8190,26098,218,702,27,3019,10,1407,15,10
"49","2020-04-30",95,1,80,281,3860,0.479274611398964,8190,26098,218,702,20,3039,12,1419,13,12
"50","2020-05-01",102,1,65,272,3860,0.479274611398964,8190,26098,218,702,18,3057,5,1424,8,5
"51","2020-05-02",107,1,64,267,3860,0.479274611398964,8190,26098,218,702,31,3088,10,1434,13,10
"52","2020-05-03",87,1,54,265,3860,0.479274611398964,8190,26098,218,702,16,3104,8,1442,8,8
"53","2020-05-04",80,1,65,256,3860,0.479274611398964,8190,26098,218,702,24,3128,16,1458,12,16
"54","2020-05-05",77,1,62,254,3860,0.479274611398964,8190,26098,218,702,17,3145,11,1469,5,11
"55","2020-05-06",80,1,55,239,3860,0.479274611398964,8190,26098,218,702,16,3161,4,1473,9,4
"56","2020-05-07",80,1,52,225,3860,0.479274611398964,8190,26098,218,702,13,3174,9,1482,6,9
"57","2020-05-08",87,1,56,220,3860,0.479274611398964,8190,26098,218,702,20,3194,12,1494,8,12
