"","Date","Absents","Paramset","Infections_or_Exposed_per_day_Patient","Infections_or_Exposed_per_day_HCW","total_infections","nosocomial_proportion","PCR_pooled","LFD_pooled","HCW_symp_test","patient_symp_test","new_hcw_infs","cumulative_hcw_infs","new_pat_infs","cumulative_pats_infs","new_nosocomial_hcw_infs","new_nosocomial_pat_infs"
"1","2020-03-12",2,1,146,159,3842,0.484643414888079,1950,5912,484,668,78,159,61,92,8,61
"2","2020-03-13",5,1,219,233,3842,0.484643414888079,1950,5912,484,668,75,234,81,173,12,81
"3","2020-03-14",20,1,226,313,3842,0.484643414888079,1950,5912,484,668,80,314,32,205,25,32
"4","2020-03-15",39,1,205,387,3842,0.484643414888079,1950,5912,484,668,75,389,26,231,33,26
"5","2020-03-16",56,1,248,485,3842,0.484643414888079,1950,5912,484,668,99,488,56,287,46,56
"6","2020-03-17",78,1,236,571,3842,0.484643414888079,1950,5912,484,668,87,575,42,329,43,42
"7","2020-03-18",96,1,224,644,3842,0.484643414888079,1950,5912,484,668,86,661,28,357,43,28
"8","2020-03-19",124,1,245,725,3842,0.484643414888079,1950,5912,484,668,98,759,59,416,41,59
"9","2020-03-20",166,1,259,809,3842,0.484643414888079,1950,5912,484,668,110,869,33,449,73,33
"10","2020-03-21",212,1,239,886,3842,0.484643414888079,1950,5912,484,668,106,975,40,489,67,40
"11","2020-03-22",275,1,195,953,3842,0.484643414888079,1950,5912,484,668,108,1083,16,505,65,16
"12","2020-03-23",282,1,185,1023,3842,0.484643414888079,1950,5912,484,668,110,1193,23,528,65,23
"13","2020-03-24",283,1,155,1035,3842,0.484643414888079,1950,5912,484,668,79,1272,12,540,52,12
"14","2020-03-25",309,1,143,1035,3842,0.484643414888079,1950,5912,484,668,73,1345,14,554,42,14
"15","2020-03-26",316,1,134,1043,3842,0.484643414888079,1950,5912,484,668,84,1429,13,567,49,13
"16","2020-03-27",392,1,127,1030,3842,0.484643414888079,1950,5912,484,668,81,1510,8,575,48,8
"17","2020-03-28",385,1,140,1037,3842,0.484643414888079,1950,5912,484,668,88,1598,29,604,50,29
"18","2020-03-29",351,1,173,1006,3842,0.484643414888079,1950,5912,484,668,71,1669,51,655,40,51
"19","2020-03-30",352,1,168,1007,3842,0.484643414888079,1950,5912,484,668,102,1771,25,680,66,25
"20","2020-03-31",342,1,159,959,3842,0.484643414888079,1950,5912,484,668,52,1823,23,703,28,23
"21","2020-04-01",334,1,138,934,3842,0.484643414888079,1950,5912,484,668,61,1884,17,720,33,17
"22","2020-04-02",322,1,138,903,3842,0.484643414888079,1950,5912,484,668,68,1952,19,739,36,19
"23","2020-04-03",322,1,143,866,3842,0.484643414888079,1950,5912,484,668,64,2016,23,762,41,23
"24","2020-04-04",307,1,158,806,3842,0.484643414888079,1950,5912,484,668,55,2071,36,798,38,36
"25","2020-04-05",278,1,176,794,3842,0.484643414888079,1950,5912,484,668,73,2144,34,832,41,34
"26","2020-04-06",268,1,169,753,3842,0.484643414888079,1950,5912,484,668,35,2179,30,862,23,30
"27","2020-04-07",256,1,179,729,3842,0.484643414888079,1950,5912,484,668,59,2238,31,893,37,31
"28","2020-04-08",243,1,185,715,3842,0.484643414888079,1950,5912,484,668,52,2290,33,926,29,33
"29","2020-04-09",240,1,179,680,3842,0.484643414888079,1950,5912,484,668,53,2343,33,959,33,33
"30","2020-04-10",223,1,188,655,3842,0.484643414888079,1950,5912,484,668,48,2391,43,1002,25,43
"31","2020-04-11",236,1,176,622,3842,0.484643414888079,1950,5912,484,668,38,2429,30,1032,24,30
"32","2020-04-12",211,1,175,598,3842,0.484643414888079,1950,5912,484,668,42,2471,31,1063,26,31
"33","2020-04-13",201,1,171,571,3842,0.484643414888079,1950,5912,484,668,49,2520,20,1083,30,20
"34","2020-04-14",189,1,165,552,3842,0.484643414888079,1950,5912,484,668,42,2562,37,1120,28,37
"35","2020-04-15",182,1,179,536,3842,0.484643414888079,1950,5912,484,668,48,2610,40,1160,23,40
"36","2020-04-16",185,1,182,526,3842,0.484643414888079,1950,5912,484,668,43,2653,39,1199,30,39
"37","2020-04-17",179,1,185,501,3842,0.484643414888079,1950,5912,484,668,32,2685,34,1233,20,34
"38","2020-04-18",160,1,176,495,3842,0.484643414888079,1950,5912,484,668,35,2720,27,1260,22,27
"39","2020-04-19",164,1,157,475,3842,0.484643414888079,1950,5912,484,668,24,2744,23,1283,15,23
"40","2020-04-20",161,1,159,454,3842,0.484643414888079,1950,5912,484,668,25,2769,21,1304,10,21
"41","2020-04-21",153,1,159,429,3842,0.484643414888079,1950,5912,484,668,26,2795,29,1333,18,29
"42","2020-04-22",162,1,158,406,3842,0.484643414888079,1950,5912,484,668,29,2824,28,1361,16,28
"43","2020-04-23",153,1,157,375,3842,0.484643414888079,1950,5912,484,668,24,2848,31,1392,13,31
"44","2020-04-24",162,1,141,361,3842,0.484643414888079,1950,5912,484,668,29,2877,19,1411,15,19
"45","2020-04-25",160,1,138,345,3842,0.484643414888079,1950,5912,484,668,24,2901,24,1435,15,24
"46","2020-04-26",133,1,141,339,3842,0.484643414888079,1950,5912,484,668,27,2928,25,1460,11,25
"47","2020-04-27",133,1,138,331,3842,0.484643414888079,1950,5912,484,668,22,2950,29,1489,11,29
"48","2020-04-28",132,1,132,318,3842,0.484643414888079,1950,5912,484,668,23,2973,17,1506,14,17
"49","2020-04-29",123,1,125,297,3842,0.484643414888079,1950,5912,484,668,18,2991,14,1520,8,14
"50","2020-04-30",123,1,108,282,3842,0.484643414888079,1950,5912,484,668,31,3022,16,1536,11,16
"51","2020-05-01",109,1,98,276,3842,0.484643414888079,1950,5912,484,668,18,3040,10,1546,9,10
