"","Date","Absents","Paramset","Infections_or_Exposed_per_day_Patient","Infections_or_Exposed_per_day_HCW","total_infections","nosocomial_proportion","PCR_pooled","LFD_pooled","HCW_symp_test","patient_symp_test","new_hcw_infs","cumulative_hcw_infs","new_pat_infs","cumulative_pats_infs","new_nosocomial_hcw_infs","new_nosocomial_pat_infs"
"1","2020-03-08",1,1,0,0,3901,0.472186618815688,2010,6554,365,350,NA,NA,NA,NA,NA,NA
"2","2020-03-09",1,1,0,0,3901,0.472186618815688,2010,6554,365,350,NA,NA,NA,NA,NA,NA
"3","2020-03-10",0,1,0,0,3901,0.472186618815688,2010,6554,365,350,NA,NA,1,1,NA,1
"4","2020-03-11",1,1,17,35,3901,0.472186618815688,2010,6554,365,350,35,35,9,10,1,9
"5","2020-03-12",2,1,27,55,3901,0.472186618815688,2010,6554,365,350,20,55,10,20,3,10
"6","2020-03-13",5,1,33,79,3901,0.472186618815688,2010,6554,365,350,24,79,7,27,4,7
"7","2020-03-14",12,1,36,99,3901,0.472186618815688,2010,6554,365,350,20,99,13,40,8,13
"8","2020-03-15",16,1,44,128,3901,0.472186618815688,2010,6554,365,350,29,128,14,54,6,14
"9","2020-03-16",23,1,51,156,3901,0.472186618815688,2010,6554,365,350,28,156,11,65,9,11
"10","2020-03-17",23,1,57,198,3901,0.472186618815688,2010,6554,365,350,42,198,14,79,18,14
"11","2020-03-18",29,1,56,235,3901,0.472186618815688,2010,6554,365,350,37,235,13,92,13,13
"12","2020-03-19",35,1,62,264,3901,0.472186618815688,2010,6554,365,350,40,275,18,110,19,18
"13","2020-03-20",41,1,64,294,3901,0.472186618815688,2010,6554,365,350,44,319,11,121,22,11
"14","2020-03-21",62,1,56,331,3901,0.472186618815688,2010,6554,365,350,48,367,7,128,23,7
"15","2020-03-22",75,1,53,353,3901,0.472186618815688,2010,6554,365,350,39,406,5,133,24,5
"16","2020-03-23",79,1,54,366,3901,0.472186618815688,2010,6554,365,350,36,442,10,143,15,10
"17","2020-03-24",95,1,56,391,3901,0.472186618815688,2010,6554,365,350,49,491,9,152,21,9
"18","2020-03-25",109,1,70,409,3901,0.472186618815688,2010,6554,365,350,47,538,18,170,22,18
